IssuerName,SecurityId
Havells India Limited,HAVELLS.NS
ACI Infocom Ltd.,ACIIN.NS
SBEC Systems (Ind) Ltd.,SBECSYS.NS
Incap Ltd,INCAP.NS
Gujarat Intrux Limited,GUJINTRX.NS
Igarashi Motors India Ltd.,IGARASHI.NS
Symphony Limited,SYMPHONY.NS
Vintron Informatics Ltd.,VINTRON.NS
Pan Electronics India Ltd.,PANELEC.NS
VXL Instruments Ltd.,VXLINSTR.NS
Shyam Telecom Ltd.,SHYAMTEL.NS
Lee & Nee Softwares (Exports) Ltd.,LEENEE.NS
Patels Airtemp (I) Ltd.,PATELSAI.NS
Butterfly Gandhimathi Appliances Limited,BUTTERFLY.NS
Integra Switchgear Ltd.,INTEGSW.NS
Athena Global Technologies Limited,ATHENAGLO.NS
Narmada Macplast Drip Irrigation Sy,NARMP.NS
Dutron Polymers Ltd.,DUTRON.NS
R S Software India Ltd.,RSSOFTWARE.NS
Magna Electro Castings Ltd.,MAGNAELQ.NS
MARSONS LIMITED,MARSONS.NS
Elnet Technologies Ltd.,ELNET.NS
ACCEL LIMITED,ACCEL.NS
Websol Energy System Limited,WEBELSOLAR.NS
Roto Pumps Ltd.,ROTO.NS
TTK Prestige Ltd.,TTKPRESTIG.NS
D & H India Limited,DHINDIA.NS
Rajratan Global Wire Ltd,RAJRATAN.NS
Surana Telecom And Power Limited,SURANAT&P.NS
Onward Technologies Ltd.,ONWARDTEC.NS
Centum Electronics Ltd,CENTUM.NS
Alfa Transformers ltd.,ALFATRAN.NS
NHC FOODS LIMITED,NHCFOODS.NS
PVP Ventures Ltd,PVP.NS
Trigyn Technologies Ltd.,TRIGYN.NS
KEI Industries Ltd.,KEI.NS
Keerthi Industries Ltd,KEERTHI.NS
Sri Chakra Cement Limited,SRICC.NS
Suraj Products Ltd.,SURAJ.NS
Anjani Portland Cement Ltd.,APCL.NS
Modi Naturals Limited,MODINATUR.NS
Prashant India Ltd,PRSNTIN.NS
Khandelwal Extraction Ltd.,ZKHANDEN.NS
Tasty Bite Eatables Ltd.,TASTYBITE.NS
Ritesh International Ltd,RITESHIN.NS
AVT Natural Products Ltd.,AVTNPL.NS
Hindustan Foods Ltd.,HNDFDS.NS
Nahar Industrial Enterprises Ltd,NAHARINDUS.NS
Vadilal Enterprises Ltd.,VADILENT.NS
Vadilal Industries Ltd.,VADILALIND.NS
Ashiana Agro Industries Ltd,ASHAI.NS
ADF Foods Limited.,ADFFOODS.NS
Retro Green Revolution Limited,RGRL.NS
Williamson Financial Services ltd.,WILLIMFI.NS
Ajanta Soya Limited,AJANTSOY.NS
William Magor & Company Limited,WILLAMAGOR.NS
KISAAN PARIVAR INDUSTRIES LIMITED,KISAAN.NS
Superior Industrial Enterprises Limited,SIEL.NS
SANWARIA CONSUMER LIMITED,SANWARIA.NS
Prima Agro Ltd.,PRIMAGR.NS
Madhur Industries Limited,MADHURIND.NS
Tarai Foods Ltd.,TARAI.NS
Modern Dairies Ltd.,MODAIRY.NS
Bambino Agro Industries Ltd,BAMBINO.NS
Prime Industries Ltd.,PRIMIND.NS
Vikas WSP Ltd.,VIKASWSP.NS
VSF Projects Limited,VSFPROJ.NS
Bansisons Tea Industries Ltd.,BANSTEA.NS
Poona Dal And Oil Industries Ltd.,POONADAL.NS
Transglobe Foods Ltd.,TRANSFD.NS
Anik Industries Limited,ANIKINDS.NS
Sharat Industries Ltd.,SHINDL.NS
DATIWARE MARITIME INFRA LIMITED,DATIWARE.NS
KMG Milk Food Limited,KMGMILK.NS
KSE Ltd.,KSE.NS
Narbada Gems and Jewellery Limited,NARBADA.NS
Virat Crane Industries Ltd,VIRATCRA.NS
IB Infotech Enterprises Ltd,IBINFO.NS
Ambar Protein Industries Limited,AMBARPIL.NS
Chordia Food Products Ltd,CHORDIA.NS
CIAN Agro Industries & Infrastructure Limited,CIANAGRO.NS
Omega Ag-Seeds (Punjab) ltd.,OMEAG.NS
Tai Industries Ltd.,TAIIND.NS
N.K.Industries Ltd.,NKIND.NS
BKV Industries Ltd.,BKV.NS
NCC Bluewater Products Ltd.,NCCBLUE.NS
Norben Tea & Exports Ltd,NORBTEAEXP.NS
Asian Tea & Exports Ltd.,ASIANTNE.NS
Heritage Foods Limited,HERITGFOOD.NS
Simran Farms Ltd.,SIMRAN.NS
Hindustan Agrigenetics Ltd.,HINDUST.NS
CCL Products (India) Ltd.,CCL.NS
Kellton Tech Solutions Ltd.,KELLTONTEC.NS
Suryo Foods & Industries Ltd.,SURFI.NS
Integrated Proteins Ltd.,INTEGFD.NS
LAKE SHORE REALTY LIMITED,LAKESHORE.NS
RICO Auto Industries Ltd.,RICOAUTO.NS
Omax Autos Ltd.,OMAXAUTO.NS
Munjal Showa Ltd.,MUNJALSHOW.NS
Jamna Auto Industries Ltd.,JAMNAAUTO.NS
TVS Holdings Limited,TVSHLTD.NS
JTEKT India Limited,JTEKTINDIA.NS
Munjal Auto Industries Ltd.,MUNJALAU.NS
Jay Bharat Maruti Ltd.,JAYBARMARU.NS
RACL Geartech Limited,RACLGEAR.NS
Samkrg Pistons and Rings Ltd.,SAMKRG.NS
East Coast Steel Ltd,ECSTSTL.NS
Sical Logistics Limited,SICALLOG.NS
Ratnamani Metals & Tubes Ltd,RATNAMANI.NS
Vesuvius India Ltd.,VESUVIUS.NS
Automotive Stampings and Assemblies Ltd.,ASAL.NS
Arcee Indusrtries ltd.,ARCEEIN.NS
ABC India Ltd.,ABCINDQ.NS
Balurghat Technologies Ltd.,BALTE.NS
Coastal Roadways Ltd.,COARO.NS
Sibar Auto Parts Ltd.,SIBARAUT.NS
TRANSWORLD SHIPPING LINES LIMITED,TRANSWORLD.NS
Starlog Enterprises Limited,STARLOG.NS
Shiva Suitings Ltd.,SHVSUIT.NS
TITAN INTECH LIMITED,TITANIN.NS
Eurotex Industries & Exports Ltd.,EUROTEXIND.NS
Indo Count Industries Ltd,ICIL.NS
Maral Overseas Ltd.,MARALOVER.NS
Soma Textile & Industries Ltd,SOMATEX.NS
Advance Lifestyles Ltd.,ADVLIFE.NS
Kakatiya Textiles Ltd.,KAKTEX.NS
Perfect-Octave Media Projects Ltd,OCTAVE.NS
Trident Ltd,TRIDENT.NS
Hisar Spinning Mills Ltd,HISARSP.NS
Alok Industries Ltd.,ALOKINDS.NS
Pasari Spinning Mills Ltd.,PASARI.NS
Amarjothi Spinning Mills Ltd,AMARJOTHI.NS
Olympia Industries Ltd.,OLYMPTX.NS
Nagreeka Exports Ltd.,NAGREEKEXP.NS
Suditi Industries Ltd.,SUDTIND-B.NS
Shree Bhavya Fabrics Limited,SBFL.NS
Gem Spinners India Ltd,GEMSPIN.NS
Eureka Industries Ltd.,EUREKAI.NS
Aditya Spinners Ltd.,ADITYASP.NS
Prime Urban Development India Ltd,PRIMEURB.NS
Dhanlaxmi Fabrics Ltd.,DHANFAB.NS
Sri Lakshmi Saraswathi Textiles (Ar,SLSTLQ.NS
Zodiac Clothing Co. Ltd.,ZODIACLOTH.NS
MAXGROW INDIA LIMITED,MAXGROW.NS
Sri Ramakrishna Mills (Coimbatore) Ltd.,SRMCL.NS
Super Spinning Mills Ltd.,SUPERSPIN.NS
SIL Investments Ltd,SILINV.NS
Suryalakshmi Cotton Mills Ltd.,SURYALAXMI.NS
Samtex Fashions Ltd.,SAMTEX.NS
Cityman Limited,CITYMAN.NS
Dhanalaxmi Roto Spinners Ltd.,DHANROTO.NS
Damodar Industries Limited,DAMODARIND.NS
Sanblue Corporation Limited,SANBLUE.NS
Uniroyal Industries Ltd,UNIROYAL.NS
Tatia Global Vennture Limited,TATIAGLOB.NS
Sunil Industries Ltd.,SUNILTX.NS
Sri Nachammai Cotton Mills Ltd.,SRINACHA.NS
BHARAT GLOBAL DEVELOPERS LIMITED,BGDL.NS
Sambandam Spinning Mills Ltd.,SAMBANDAM.NS
MKP Mobility Limited,MKPMOB.NS
Paras Petrofils Ltd.,PARASPETRO.NS
Kitex Garmenets Ltd.,KITEX.NS
Cranex Ltd.,CRANEX.NS
Batliboi Ltd,BATLIBOI.NS
Austin Engineering Co. Ltd.,AUSTENG.NS
United Drilling Tools Ltd.,UNIDT.NS
Fluidomat Ltd.,FLUIDOM.NS
Ema India Ltd.,EMAINDIA.NS
Windsor Machines Limited,WINDMACHIN.NS
Shanthi Gears Ltd.,SHANTIGEAR.NS
Miven Machine Tools Ltd.,MIVENMACH.NS
HONDA INDIA POWER PRODUCTS LIMITED,HONDAPOWER.NS
The Hi-Tech Gears Limited,HITECHGEAR.NS
Elgi Equipments Ltd.,ELGIEQUIP.NS
United Van Der Horst Ltd.,UVDRHOR.NS
Kilburn Engineering Ltd,KLBRENG-B.NS
Birla Precision Technologies Ltd,BIRLAPREC.NS
Yuken India Ltd.,YUKEN.NS
Timken India Ltd,TIMKEN.NS
Voith Paper Fabrics India Ltd,VOITHPAPR.NS
ARTSON LIMITED,ARTSON.NS
Solitaire Machine Tools Ltd,SOLIMAC.NS
Diamond Power Infrastructure Limited,DIACABS.NS
Indsil Hydro Power and Manganese Limited,INDSILHYD.NS
ITL Industries Ltd.,ITL.NS
Frontier Springs Ltd.,FRONTSP.NS
Praj Industries Ltd.,PRAJIND.NS
Rasandik Engg. Industries India Ltd,RASANDIK.NS
Yogi Sung-won (India) Ltd.,YOGISUNG.NS
HLE GLASCOAT LIMITED,HLEGLAS.NS
Gujarat Apollo Industries Ltd.,GUJAPOLLO.NS
Taneja Aerospace & Aviation Ltd.,TANAA.NS
Conart Engineers Ltd.,CONART.NS
Minal Industries Limited,MINALIND.NS
Shivagrico Implements Ltd.,SHIVAGR.NS
M.M.Forgings Ltd.,MMFL.NS
Iykot Hitech Toolroom Ltd,IYKOTHITE.NS
Mayur Uniquoters ltd.,MAYURUNIQ.NS
Cenlub Industries Ltd.,CENLUB.NS
Rajoo Engineers Ltd.,RAJOOENG.NS
Dolphin Offshore Enterprises (India) ltd.,DOLPHIN.NS
Veejay Lakshmi Engineering Works Lt,VJLAXMIE.NS
Ahmedabad Steelcraft Ltd.,AHMDSTE.NS
GE Vernova T&D India Limited,GVTD.NS
Ram Ratna Wires Ltd.,RAMRAT.NS
Jayaswal Neco Industries Ltd,JAYNECOIND.NS
KALPATARU PROJECTS INTERNATIONAL LIMITED,KPIL.NS
NMS RESOURCES GLOBAL LIMITED,NMSRESRC.NS
CANDOUR TECHTEX LIMITED,CANDOUR.NS
T & I Global Ltd.,TIGLOB.NS
Control Print (India) Ltd.,CONTROLPR.NS
Bemco Hydraulics Ltd.,BEMHY.NS
Ansal Buildwell Ltd.,ANSALBU.NS
Weizmann Limited.,WEIZMANIND.NS
B.N.Rathi Securities Ltd.,BNRSEC.NS
Rishi Techtex Limited,RISHITECH.NS
Sinclairs Hotels Ltd,SINCLAIR.NS
Safari Industries (India) Ltd.,SAFARI.NS
A.D.S. Diagnostics Ltd.,ADSDIAG.NS
Binayak Tex Processors Ltd.,ZBINTXPP.NS
J.J. Finance Corporation Ltd.,JJFINCOR.NS
Cosmo Ferrites Ltd.,COSMOFE.NS
CROPSTER AGRO LIMITED,CROPSTER.NS
Futuristic Securities Ltd,FUTURSEC.NS
Sanco Trans Ltd.,SANCTRN.NS
Ador Multiproducts Ltd,ADORMUL.NS
EIH Associated Hotels Ltd.,EIHAHOTELS.NS
Medi-Caps Ltd.,MEDICAPQ.NS
Otco International Ltd,OTCO.NS
Morganite Crucible (India) Limited,MORGANITE.NS
B&A Packaging India Limited,BAPACK.NS
Aban Offshore Ltd.,ABAN.NS
Kokuyo Camlin Ltd,KOKUYOCMLN.NS
SRM Energy Limited,SRMENERGY.NS
Bharat Seats Ltd,BHARATSE.NS
Continental Petroleums Ltd.,CONTPTR.NS
N.B. Footwear Ltd.,NBFOOT.NS
Machino Plastics Ltd,MACPLASQ.NS
Pearl Polymers Ltd.,PEARLPOLY.NS
Venky's (India) ltd.,VENKEYS.NS
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR.NS
G.V. Films Ltd.,GVFILM.NS
Superhouse limited,SUPERHOUSE.NS
Rama Vision Ltd,RAMAVISION.NS
TCPL Packaging Limited,TCPLPACK.NS
Shri Gang Industries & Allied Products Limited,SHRIGANG.NS
Purity Flex Pack Ltd,PURITY.NS
Balmer Lawrie & Co. Ltd.,BALMLAWRIE.NS
Kovai Medical Center & Hospital Ltd,KOVAI.NS
Eldeco Housing & Ind. Ltd.,ELDEHSG.NS
Microse India Limited,MICROSE.NS
DCM Shriram Limited,DCMSHRIRAM.NS
DCM Shriram Industries Ltd.,DCMSRIND.NS
Mawana Sugars Ltd,MAWANASUG.NS
Mini Diamonds (India) Ltd.,MINID.NS
Maha Rashtra Apex Corporation Ltd,MAHAPEXLTD.NS
Nilkamal Limited,NILKAMAL.NS
Nahar Polyfilms Ltd.,NAHARPOLY.NS
3M India Ltd.,3MINDIA.NS
Johnson Controls-Hitachi Air Conditioning India Ltd.,JCHAC.NS
JM Financial Limited,JMFINANCIL.NS
ADC India Communications Limited,ADCINDIA.NS
Tamilnadu Telecommunications Ltd.,TNTELE.NS
Sunraj Diamond Exports Ltd.,SUNRAJDI.NS
Reliance Industrial Infrastructure,RIIL.NS
Sharp India Ltd,SHARP.NS
Linde India Limited,LINDEINDIA.NS
Ind Bank Housing Ltd,INDBNK.NS
Jai Mata Glass Ltd.,JAIMATAG.NS
Lotus Chocolate Co. Ltd.,LOTUSCHO.NS
Pacific Industries ltd.,PACIFICI.NS
Chennai Meenakshi Multispeciality Hospital Ltd.,CMMHOSP.NS
Universal Office Automation Limited,UNIOFFICE.NS
APM Industries Ltd.,APMIN.NS
Precision Wires India ltd.,PRECWIRE.NS
Krypton Industries Ltd,KRYPTONQ.NS
SWISS MILITARY CONSUMER GOODS LIMITED,SWISSMLTRY.NS
Martin Burn Ltd,MARBU.NS
Future Enterprises Limited,FEL.NS
Indian Toners & Developers Ltd.,INDTONER.NS
Kunststoffe Industries Ltd.,KUNSTOFF.NS
Shipping Corporation Of India Ltd,SCI.NS
Sika Interplant Systems Ltd.,SIKA.NS
ITI Limited (Indian Teleph.Ind.Ltd),ITI.NS
Dredging Corporation of India Ltd.,DREDGECORP.NS
Phaarmasia Limited.,PHRMASI.NS
National Fertilizers Ltd.,NFL.NS
IP Rings Ltd.,IPRINGLTD.NS
PI Industries Limited,PIIND.NS
Plastiblends India Ltd.,PLASTIBLEN.NS
YASH INNOVENTURES LIMITED,YASHINNO.NS
Kkalpana Plastick Limited,KKPLASTICK.NS
Waterbase Limited,WATERBASE.NS
Flex Foods Ltd.,FLEXFO.NS
Golkunda Diamonds & Jewellery Ltd.,GOLKUNDIA.NS
Apcotex Industries Limited,APCOTEXIND.NS
Fortis Malar Hospitals Limited,FORTISMLR.NS
Mastek Limited,MASTEK.NS
EIMCO Elecon India Ltd.,EIMCOELECO.NS
Sayaji Hotel Ltd,SAYAJIHOTL.NS
Ashiana Housing Limited,ASHIANA.NS
Svam Software Ltd,SVAMSOF.NS
Ecoboard Industries Ltd,ECOBOAR.NS
Dhunseri Ventures Limited,DVL.NS
TRANS INDIA HOUSE IMPEX LIMITED,TIHIL.NS
MAHINDRA EPC IRRIGATION LIMITED,MAHEPC.NS
Mitshi India Limited,MITSHI.NS
Shukra Jewellers Limited,SHUKJEW.NS
Mazda Ltd.,MAZDA.NS
Viceroy Hotels Ltd.,VHLTD.NS
Sovereign Diamonds Ltd,SOVERDIA.NS
Menon Bearings Ltd,MENONBE.NS
Mukat Pipes Limited,MUKATPIP.NS
Gujarat Raffia Ind. Ltd.,GUJRAFFIA.NS
Simplex Infrastructures Limited,SIMPLEXINF.NS
Innovative Tech Pack Ltd,INNOVTEC.NS
Super Tannery Limited,SUPTANERY.NS
CONSTRONICS INFRA LIMITED,CONSTRONIC.NS
Axtel Industries Ltd.,AXTEL.NS
Pacheli Industrial Finance Limited,PIFL.NS
East India Drums and Barrels Manufacturing Limited,EASTINDIA.NS
V R Woodart Ltd,VRWODAR.NS
AVI PRODUCTS INDIA LIMITED,APIL.NS
POONAWALLA FINCORP LIMITED,POONAWALLA.NS
Hindustan Flurocarbons Ltd.,HINFLUR.NS
Kingfa Science & Technology (India) Ltd,KINGFA.NS
Patidar Buildcon Limited,PATIDAR.NS
Rama Phosphates Ltd.,RAMAPHO.NS
Venlon Enterprises Ltd.,VENLONENT.NS
Pet Plastics Ltd.,PETPLST.NS
Polyplex Corporation Ltd.,POLYPLEX.NS
Panther Industrial Products Ltd.,PANIDPR.NS
Albert David Ltd.,ALBERTDAVD.NS
Haryana Leather Chemicals Ltd.,HARLETH.NS
CARYSIL LIMITED,CARYSIL.NS
Kabra Extrusion Technik Ltd,KABRAEXTRU.NS
Vinyl Chemicals (India) Ltd.,VINYLINDIA.NS
Pee Cee Cosma Sope Ltd.,PCCOSMA.NS
TCM Ltd.,TCMLMTD.NS
IOL Chemicals & Pharmaceuticals Ltd,IOLCP.NS
Kesar Petroproducts Ltd,KESARPE.NS
Vinati Organics Ltd.,VINATIORGA.NS
Lactose (India) Ltd.,LACTOSE.NS
Teesta Agro Industries Ltd,TEEAI.NS
Aarti Industries Ltd,AARTIIND.NS
Pentokey Organy (India) Ltd.,PNTKYOR.NS
Wanbury Limited,WANBURY.NS
Resonance Specialties Limited,RESONANCE.NS
Gujarat Ambuja Exports Ltd.,GAEL.NS
Rashtriya Chemicals & Fertilizers Limited,RCF.NS
Gujarat Inject (Kerala) Ltd.,GUJINJEC.NS
Kopran Ltd.,KOPRAN.NS
Aimco Pesticides Ltd.,AIMCOPEST.NS
Gujarat Terce Laboratories Ltd,GUJTERC.NS
Kabra Drugs Ltd,KABRADG.NS
Seya Industries Ltd,SEYAIND.NS
Jayant Agro-Organics Limited.,JAYAGROGN.NS
BCL INDUSTRIES LIMITED,BCLIND.NS
Shree Hari Chemicals Export Ltd.,SHHARICH.NS
Indo Borax & Chemicals Ltd.,INDOBORAX.NS
Aarti Drugs Limited,AARTIDRUGS.NS
Bodal Chemicals Ltd,BODALCHEM.NS
Orchid Pharma Limited,ORCHPHARMA.NS
Vimta Labs Ltd.,VIMTALABS.NS
Biofil Chemicals & Pharmaceuticals,BIOFILCHEM.NS
Ishita Drugs & Industries Ltd.,ISHITADR.NS
Marksans Pharma Ltd.,MARKSANS.NS
Universal Starch-Chem Allied Ltd.,UNIVSTAR.NS
Aarey Drugs & Pharmaceuticals Ltd,AAREYDRUGS.NS
Norris Medicines Ltd.,NORRIS.NS
Asian Petroproducts & Exports Ltd.,ASINPET.NS
Camex Ltd.,CAMEXLTD.NS
EVEXIA LIFECARE LIMITED,EVEXIA.NS
Indo Euro Indchem Limited,INDOEURO.NS
Syncom Formulations (India) Ltd.,SYNCOMF.NS
Riddhi Siddhi Gluco Biols Ltd,RIDDHI.NS
SVC INDUSTRIES LIMITED,SVCIND.NS
Ipca Laboratories Ltd.,IPCALAB.NS
Kilitch Drugs (I) Ltd.,KILITCH.NS
Raaj Medisafe India Limited,RAAJMEDI.NS
REVATI MEDIA LIMITED,REVAMEDIA.NS
Coral Laboratories Ltd.,CORALAB.NS
Tulasee Bio-Ethanol Ltd.,TULASEEBIOE.NS
Krebs Biochemicals & Industries Ltd.,KREBSBIO.NS
KMC Speciality Hospitals India Limited,KMCSHIL.NS
Laffans Petrochemicals Ltd.,LAFFANSQ.NS
Bhaskar Agrochemicals Ltd.,BHASKAGR.NS
Sukhjit Starch & Chemicals Ltd.,SUKHJITS.NS
Sharma East India Hospitals And Res,SHARMEH.NS
Neuland Laboratories Limited.,NEULANDLAB.NS
Gayatri BioOrganics Ltd,GAYATRIBI.NS
Poddar Pigments Ltd.,PODDARMENT.NS
Pharmaids Pharmaceuticals Ltd.,PHARMAID.NS
Vivid Global Industries Limited,VIVIDIND.NS
Priya Limited.,PRIYALT.NS
Tirupati Starch & Chemicals Ltd.,TIRUSTA.NS
Hemo Organic Limited,HEMORGANIC.NS
JAYSYNTH ORGOCHEM LIMITED,JAYSYNTH.NS
Aeonx Digital Technology Limited,AEONXDIGI.NS
AksharChem (India) Ltd.,AKSHARCHEM.NS
BANDARAM PHARMA PACKTECH LIMITED,BANDARAM.NS
ADLINE CHEM LAB LIMITED,ADLINE.NS
Beryl Drugs Ltd.,BERLDRG.NS
IEL LIMITED,INDXTRA.NS
iStreet Network Limited,ISTRNETWK.NS
Gagan Gases Ltd.,GAGAN.NS
Parker Agro Chem Export Ltd.,PARKERAC.NS
Shukra Pharmaceuticals Limited,SHUKRAPHAR.NS
Alufluoride Ltd.,ALUFLUOR.NS
OXYGENTA PHARMACEUTICAL LIMITED,OXYGENTAPH.NS
Archit Organosys Limited,ARCHITORG.NS
Sikozy Realtors Limited,SIKOZY.NS
Indo Amines Ltd.,INDOAMIN.NS
Ind-Swift Ltd.,INDSWFTLTD.NS
Natural Capsules Ltd.,NATCAPSUQ.NS
Welcure Drugs & Pharmaceuticals ltd,WELCURE.NS
Bharat Immunologicals & Biologicals,BIBCL.NS
Savita Oil Technologies Limited,SOTL.NS
Hester Biosciences Ltd,HESTERBIO.NS
Kabsons Industries Ltd.,KABSON.NS
Basant Agro-Tech (India) Ltd.,BASANTGL.NS
Sandu Pharmaceuticals Ltd.,SANDUPHQ.NS
NACL Industries Limited,NACLIND.NS
Vista Pharmaceuticals Ltd.,VISTAPH.NS
Sun Pharmaceutical Industries Ltd.,SUNPHARMA.NS
Titan Bio-Tech Ltd.,TITANBIO.NS
Bijoy Hans Ltd,BIJHANS.NS
Span Divergent Limited,SDL.NS
Jenburkt Pharmaceuticals Ltd.,JENBURPH.NS
Hikal Ltd.,HIKAL.NS
Caplin Point Laboratories Ltd.,CAPLIPOINT.NS
FISCHER MEDICAL VENTURES LIMITED,FISCHER.NS
Link Pharma Chem Ltd.,LINKPH.NS
DECIPHER LABS LIMITED,DECIPHER.NS
Emmessar Biotech & Nutrition Ltd.,EMMESSA.NS
NGL Fine Chem Ltd.,NGLFINE.NS
Everest Organics Ltd.,EVERESTO.NS
Aurobindo Pharma Ltd.,AUROPHARMA.NS
Phyto Chem (India) Ltd.,PHYTO.NS
Natco Pharma Ltd.,NATCOPHARM.NS
Dynamic Industries Ltd.,DYNAMIND.NS
Panama Petrochem Ltd.,PANAMAPET.NS
Bal Pharma Ltd.,BALPHARMA.NS
BDH Industries Ltd.,BDH.NS
Jauss Polymers Ltd,JAUSPOL.NS
Globus Constructors & Developers Limited,GLOBUSCON.NS
Cubex Tubings Ltd,CUBEXTUB.NS
Polymechplast Machines Ltd.,POLYCHMP.NS
STELLANT SECURITIES (INDIA) LIMITED,STELLANT.NS
Galaxy Bearings Ltd.,GALXBRG.NS
SC Agrotech Limited,SCAGRO.NS
Ravileela Granites Limited,RALEGRA.NS
Uniroyal Marine Exports Ltd.,UNRYLMA.NS
Karan Woo-sin ltd.,KARANWO.NS
Shervani Industrial syndicate Ltd,SHERVANI.NS
BN HOLDINGS LIMITED,BNHOLDINGS.NS
Supertex Industries Ltd,SUPERTEX.NS
Shetron Ltd.,SHETR.NS
Transgene Biotek Ltd.,TRABI.NS
MPL Plastics Limited,MPL.NS
Nikhil Adhesives Ltd.,NIKHILAD.NS
Spenta International Ltd.,SPENTA.NS
Multibase India Ltd,MULTIBASE.NS
Andrew Yule & Company Ltd,ANDREWYU.NS
Ludlow Jute & Specialities Ltd,LUDLOWJUT.NS
Ashram Online.com Ltd,ASHRAM.NS
Royal Cushion Vinyl Products Ltd.,ROYALCU.NS
Suraj Industries Limited.,SURJIND.NS
Hitech Corporation Limited,HITECHCORP.NS
Bloom Dekor Ltd.,BLOOM.NS
Filatex India Ltd.,FILATEX.NS
Standard Surfactants Ltd.,STDSFAC.NS
Morgan Ventures Ltd.,MORGAN.NS
Amrapali Industries Ltd,AMRAPLIN.NS
Premier Explosives Ltd.,PREMEXPLN.NS
Mid East Portfolio Management Ltd.,MIDEASTP.NS
Mold-Tek Technologies Ltd,MOLDTECH.NS
Crestchem Ltd.,CRSTCHM.NS
Mphasis Limited,MPHASIS.NS
Medinova Diagnostic Services Ltd.,MEDINOV.NS
DIVYASHAKTI LIMITED,DIVSHKT.NS
Orient Press ltd.,ORIENTLTD.NS
Shreyas Intermediates Ltd.,SHREYASI.NS
Panjon Ltd.,PANJON.NS
Nirbhay Colours India Limited,NIRBHAYIND.NS
Duropack Ltd,DUROPACK.NS
SWARNSARITA JEWELS INDIA LIMITED,SWARNSAR.NS
Ganesh Housing Corporation Ltd.,GANESHHOUC.NS
NMDC Ltd,NMDC.NS
Cindrella Hotels Ltd.,CINDHO.NS
Patel Integrated Logistics Ltd,PATINTLOG.NS
Alphageo (India)Ltd.,ALPHAGEO.NS
HAMPTON SKY REALTY LIMITED,HAMPTON.NS
Kkalpana Industries (India) Ltd,KKALPANAIND.NS
OK Play India Ltd.,OKPLA.NS
Kriti Industries (India) Ltd.,KRITI.NS
Welterman International Ltd.,WELTI.NS
ASM Technologies Ltd.,ASMTEC.NS
Perfectpac Limited,PERFEPA.NS
Ambitious Plastomac Ltd.,AMBIT.NS
Vision Cinemas Limited,VISIONCINE.NS
Artificial Electronics Intelligent Material Limited,AEIM.NS
Indrayani Biotech Ltd.,INDRANIB.NS
Euro Leder Fashion Ltd.,EUROLED.NS
Winsome Breweries Ltd.,WINSOMBR.NS
Elegant Floriculture & Agrotech (In,ELEFLOR.NS
South Asian Enteprises Ltd.,SAENTER.NS
Sky Industries Ltd,SKYIND.NS
Phoenix International Ltd.,PHOENXINTL.NS
BHUDEVI INFRA PROJECTS LIMITED,BHUDEVI.NS
Pratik Panels Ltd.,PRATIK.NS
Rishiroop Limited,RISHIROOP.NS
PROMACT IMPEX LIMITED,PROMACT.NS
Sterling Green Woods Limited,STRGRENWO.NS
Systematix Corporate Services Ltd.,SYSTMTXC.NS
Shahi Shipping Limited,SHAHISHIP.NS
Alpine Housing Development Corporat,ALPINEHOU.NS
Sanghi Industries Ltd.,SANGHIIND.NS
WORLDWIDE ALUMINIUM LIMITED,WWALUM.NS
IIRM HOLDINGS INDIA LIMITED,IIRM.NS
Square Four Projects India Limited,SFPIL.NS
SGL RESOURCES LIMITED,SGLRES.NS
Choksi Laboratories Ltd.,CHOKSILA.NS
Country Club Hospitality & Holidays Ltd,CCHHL.NS
Salguti Industries Ltd.,SALGUTI.NS
Midwest Gold Ltd,MIDWEST.NS
Enterprise International Limited,ENTRINT.NS
TPL Plastech Limited,TPLPLASTEH.NS
Wim Plast Ltd.,WIMPLAST.NS
Photoquip India Ltd.,PHOTOQUP.NS
Liberty Shoes Ltd.,LIBERTSHOE.NS
Lippi Systems Ltd.,LIPPISYS.NS
Electrotherm (India) Ltd,ELECTHERM.NS
Blue Dart Express Ltd.,BLUEDART.NS
EXPO ENGINEERING AND PROJECTS LIMITED,EXPOEAPL.NS
National Plastic Industries Ltd.,NATPLAS.NS
MFL India Ltd,MFLINDIA.NS
Ajwa Fun World & Resorts Ltd,AJWAFUN.NS
Texel Industries Ltd.,TEXELIN.NS
Royale Manor Hotels & Industries Lt,RAYALEMA.NS
Mirza International Limited,MIRZAINT.NS
Tourism Finance Corpn. Of India Ltd,TFCILTD.NS
Thakker's Developers Ltd.,THAKDEV.NS
Rajdarshan Industries Ltd.,ARENTERP.NS
Bhartiya International Ltd.,BIL.NS
Kamat Hotels (India) ltd.,KAMATHOTEL.NS
Tirth Plastic Ltd.,TIRTPLS.NS
DSJ KEEP LEARNING LIMITED,KEEPLEARN.NS
Polo Hotels Ltd.,POLOHOT.NS
Ecoplast Ltd.,ECOPLAST.NS
Elegant Marbles & Grani Industries,ELEMARB.NS
BITS Ltd,BITS.NS
Adarsh Plant Project Ltd.,ADARSHPL.NS
HCP PLASTENE BULKPACK LIMITED,HPBL.NS
Nicco Parks And Resorts Ltd.,NICCOPAR.NS
NTC INDUSTRIES LIMITED,NTCIND.NS
